JCR Cell Biology,JCR Psychopathol. & Dev. Disabilities,ACR Cell Biology,ACR Psychopathol. & Dev. Disabilities,RCR Cell Biology,RCR Psychopathol. & Dev. Disabilities
1.612,5.607,0.4,2.6,0.045914,0.429906
1.612,5.607,2.2,1.4,0.349538,0.235385
1.612,5.607,1.4,3.8,0.206534,0.897299
1.612,5.607,3,10.4,0.523304,2.001427
1.612,3.443,2,16,0.340985,3.213223
5.149,1.505,0,2.4,0,0.568433
7.791,1.811,15.25,1.6,1.715366,0.326147
7.791,2.295,6.75,2.6,0.898695,0.461678
7.791,5.457,4.5,4.8,0.466735,0.999366
7.791,5.457,7,2.6,1.151551,0.490145
7.791,5.457,2.75,4,0.368674,0.747843
7.791,5.457,3.75,2.2,0.395998,0.410124
2.555,5.457,1,5.8,0.104878,1.250474
3.102,5.457,2,4.2,0.298065,0.748476
4.23,5.457,2.5,7.4,0.40907,1.328125
4.23,5.457,5.5,6.6,0.827598,1.370808
4.23,5.457,1.5,3.2,0.177143,0.632194
4.23,5.457,6.5,13.6,1.358528,2.675138
4.23,5.457,2.5,7.6,0.360762,1.65231
4.23,5.457,2.75,1.6,0.236221,0.31286
4.23,5.457,3.75,4,0.605502,0.802467
4.23,5.457,2.5,5.8,0.416596,1.277264
3.587,5.457,2.25,8.8,0.25179,1.661233
3.643,5.457,0.25,4,0.075957,0.810441
3.272,5.457,7.75,9.2,1.418093,1.669712
1.28,5.457,0.75,3,0.23035,0.620921
1.714,5.457,0,3.8,0,0.594534
3.088,5.457,1,2.6,0.146119,0.518823
8.46,5.457,6,2.8,0.914217,0.368745
8.46,5.457,3.75,3.6,0.578116,0.699522
2.303,5.457,14.25,7.4,2.015895,1.332321
22.731,5.457,14.5,4,1.446875,0.957761
22.731,5.457,12.75,4.2,1.374345,0.683566
12.78,5.457,38.5,3.2,4.267702,0.519942
21.561,5.457,35.5,2,4.753506,0.329126
6.19,5.457,11.75,7.2,1.802164,1.319553
3.242,5.457,0.5,7.4,0.102692,1.493099
3.242,1.344,2,5.6,0.299623,1.064175
3.242,1.659,3.25,0,0.439787,0
3.242,1.208,1.25,3,0.217883,0.459801
3.242,1.208,1,1.6,0.109391,0.282087
6.858,6.014,1,10.6,0.128238,2.12553
6.858,6.014,3.75,11.6,0.534409,2.17755
6.858,6.014,1,2.8,0.141973,0.48688
2.525,6.014,9.5,4.4,1.178226,0.877806
5.479,6.014,216.75,2.6,29.10371,0.41496
3.289,6.014,3,8.6,0.413148,1.590626
2.648,6.014,1,0.8,0.108504,0.183851
2.648,13.41,3.5,23.8,0.579928,3.824954
3.379,13.41,3,42.8,0.461275,7.370291
3.379,3.63,3.25,2,0.507946,0.374851
3.379,3.63,2.25,61.8,0.366987,10.50478
3.379,3.63,3.75,4.4,0.60323,1.029134
3.379,3.63,0.75,4.2,0.086381,0.829914
3.379,3.63,2.5,3.8,0.349149,0.832823
3.379,3.63,3.25,4.6,0.432809,0.956529
3.379,3.63,1.5,6.4,0.17956,1.30391
3.379,3.63,1.75,6,0.271372,1.127999
4.584,3.63,1.25,1.8,0.255558,0.415998
5.316,3.63,3.75,14.8,0.362414,2.760519
5.316,3.63,9.25,2.2,1.628906,0.491673
5.316,3.63,1.5,1.2,0.167485,0.230324
3.035,3.63,5.75,0.6,0.561779,0.121759
6.646,3.63,2,3.6,0.394892,0.641618
2.801,3.63,0.25,2,0.047932,0.468899
2.531,3.63,0.5,6.6,0.078263,1.188133
4.683,3.63,4.25,2,0.654225,0.443335
2.587,3.63,0.25,15.2,0.023967,2.891774
10.432,3.63,9,4.4,1.247457,0.659732
10.432,3.63,14.25,2.8,2.161692,0.667998
10.432,3.63,3.5,2.6,0.3847,0.684383
10.432,3.63,4.5,1.2,0.455197,0.326645
3.781,3.63,10,1.2,1.157147,0.224087
3.157,3.63,1.25,1,0.122918,0.199859
3.157,2.987,2.75,12.6,0.363175,2.341711
3.157,2.987,0.5,5,0.066727,1.225884
3.079,2.987,0.5,2,0.044231,0.408809
3.079,2.987,2,4.8,0.39734,0.965929
2.661,2.987,2.75,3,0.297939,0.699917
2.81,2.987,0,2.2,0,0.475014
2.81,2.435,1.25,1.6,0.136827,0.283625
2.85,6.157,1,4.2,0.09351,1.077937
2.494,6.157,2.25,6,0.435814,1.166144
2.494,6.157,3.75,9,0.717214,1.862761
2.494,6.157,10.5,2,1.320597,0.341038
24.962,6.157,34.75,3.6,4.057398,0.716864
24.962,6.157,19.5,2.2,2.074569,0.480133
7.514,6.157,19.25,3.2,2.293486,0.704704
7.514,3.823,11.25,8.2,1.28403,1.742126
1.96,2.163,6,3.6,0.758893,0.686471
4.93,2.163,3.5,2.4,0.383823,0.562727
31.253,2.163,15.25,6.6,1.889925,1.289251
31.253,3.352,48.25,1.6,5.043615,0.280109
31.253,3.352,10.5,1.2,0.945884,0.307807
31.253,3.352,46,2,5.462818,0.431429
31.253,3.352,24,7,2.274893,1.359624
31.253,8.147,23.25,9.2,2.858337,1.553926
31.253,2.085,7.25,6.2,0.870792,1.154543
31.253,2.085,20.25,1.4,2.100369,0.379538
31.253,2.085,9.5,3.6,0.957709,0.63447
31.253,2.085,37.25,1.8,5.345571,0.595285
31.253,2.444,15.75,3,1.622036,0.727565
31.253,2.444,24.25,9.8,2.683555,2.143416
31.253,2.444,11.75,4,1.106148,0.859098
31.253,2.444,13,13.6,1.239542,2.739994
31.253,2.129,6,7,0.59389,1.824662
31.253,1.493,19.25,1.2,2.05634,0.239713
31.253,1.493,65.25,0.8,7.682648,0.152696
31.253,5.249,24.25,2,2.405719,0.521004
31.253,2.021,25.25,1.8,2.602839,0.311879
31.253,1.359,17.5,2,1.513633,0.399597
31.253,2.839,12.5,1.6,1.392177,0.31248
31.253,4.473,9,4,1.242459,0.802447
31.253,4.473,8.5,2.8,0.89065,0.575001
31.253,4.473,46,7.4,5.968108,1.568227
31.253,4.473,24.5,13,2.620645,2.625746
31.253,1.617,26,0.4,2.750302,0.124243
2.74,1.617,12.5,1,1.312943,0.260669
4.481,1.371,5,3,0.600684,0.530178
1.244,1.371,0.75,7,0.147021,1.338859
4.12,1.371,1.25,0.8,0.10833,0.192768
4.12,1.371,2.75,1.4,0.346025,0.283366
4.12,1.371,11.25,2.2,1.22958,0.600628
7.548,1.371,7.75,6,0.973385,1.166549
7.548,1.371,1.75,1.6,0.18534,0.475784
7.548,1.371,3.5,3,0.395092,0.669281
16.107,1.195,7.75,7.8,1.163647,1.553785
16.107,7.968,26,5.8,3.330555,1.017567
16.107,2.355,72.5,3.8,10.04268,0.917822
16.826,2.355,13.25,3,1.139817,0.635213
16.826,2.355,16.5,5.8,1.433527,1.35885
16.826,2.355,19,1.6,1.802694,0.408486
16.826,2.355,15,1.8,1.238262,0.41919
5.511,2.355,8.75,1,1.346913,0.219956
4.305,2.355,1,1,0.12696,0.252105
4.305,2.355,6.75,5.6,0.909872,1.239748
23.592,2.355,1.25,3.2,0.117533,0.781974
9.989,5.529,11.75,40,1.702779,6.541833
9.989,0.565,12.5,0.8,1.62947,0.4493
9.989,2.152,15.5,0.4,2.3079,0.122591
9.989,2.561,0.5,4.2,0.061716,0.967511
9.989,2.561,17.75,5.8,2.883849,1.233658
1.347,13.501,0.25,6,0.056203,0.939481
6.488,8.721,6.5,1.6,0.893665,0.189865
6.488,9.598,6.75,3.4,0.930892,0.82522
1.747,9.598,1.25,6.4,0.150971,1.154513
1.113,9.598,0.5,10,0.049285,1.595773
10.777,9.598,4.5,7.2,0.462785,1.183571
10.777,9.598,7,1.2,0.740105,0.232157
10.777,9.598,0,9,0,1.523856
10.777,9.598,4.75,5.4,0.49036,0.914996
10.777,9.598,2.25,10,0.236574,1.709451
10.777,4.112,5,2.8,0.479204,0.557317
10.777,2.014,8.5,5.6,0.948746,1.17658
10.777,2.802,5.75,8,0.538764,1.579307
10.777,2.802,3.25,3.2,0.303179,0.583227
10.777,2.802,10,0.8,1.310213,0.178429
10.777,2.298,9.5,4.8,1.087385,0.929417
10.777,2.298,2,1.2,0.176382,0.269204
10.777,2.298,5.75,2.8,0.569077,0.526205
10.777,2.298,5.75,2,0.633138,0.484997
10.777,2.196,8,2.6,1.261257,0.531486
4.187,10.905,1.75,14.6,0.287485,2.569783
4.187,10.905,16.25,12.6,2.35326,2.813885
1.519,4.212,1,3.2,0.175383,0.719842
2.323,1.847,3,1,0.392158,0.207834
12.543,7.803,3.75,7.6,0.383384,1.406323
12.543,7.803,5.75,7.6,0.60942,1.259488
9.677,4.251,6,5.6,0.73155,1.477306
8.102,4.251,2.25,2.8,0.220128,0.690973
8.102,4.251,4.25,10,0.625154,1.868043
8.688,4.251,22.75,22.6,2.996706,3.856089
8.688,4.251,6.5,4.4,0.701567,1.014098
8.688,4.251,6.75,5.6,0.871152,1.057571
8.688,4.251,7.5,1.8,0.886346,0.348961
3.011,4.251,2,6.8,0.322706,1.243399
7.827,4.251,15.25,4.4,1.698995,0.903189
7.827,4.251,20.75,1.2,2.285255,0.24383
5.102,4.251,2,3.8,0.209307,0.875234
7.022,4.251,16.25,2.8,2.274554,0.622707
6.812,4.251,2.5,2.6,0.326604,0.668655
6.812,2.518,7.5,1.2,1.070386,0.268398
6.812,2.518,11.25,3.8,1.621813,0.763293
6.812,2.518,2.75,1,0.301732,0.278226
6.812,2.518,2.5,1.6,0.358663,0.362248
6.812,2.518,3,1.2,0.307367,0.248141
6.812,2.237,1.25,3.2,0.111444,0.692678
6.812,2.237,9,3,1.089522,0.665662
6.812,2.237,2.75,6.2,0.298756,1.48183
6.812,1.935,1,1.4,0.103231,0.255397
6.812,1.935,20.75,10.2,2.253034,2.24041
6.812,1.935,3.75,0.6,0.384218,0.147181
6.812,1.935,4.25,1,0.442595,0.177545
6.812,1.935,3.5,3.4,0.306745,0.734556
6.812,1.935,5,2.2,0.629229,0.419284
6.812,1.935,1.75,1,0.23889,0.253514
2.171,1.935,4.5,1,0.437684,0.229566
2.171,1.935,2,6.6,0.286648,1.257713
2.171,1.935,2,1.6,0.217654,0.415378
2.171,1.935,5.5,2.2,0.639962,0.545067
2.171,1.935,3,3,0.38021,0.634619
2.833,1.935,1,1.6,0.09364,0.344269
4.416,3.561,3.75,1,0.344962,0.267232
4.416,3.561,12,5.6,1.412986,1.066873
4.416,3.561,4,1.6,0.554973,0.413281
4.416,3.561,6.5,2.6,0.678856,0.582187
4.416,3.561,6.5,4,0.802871,0.897218
4.416,3.561,4.5,3,0.555481,0.599677
4.416,3.561,0,1.8,0,0.380408
4.416,3.561,3.75,0.4,0.387556,0.082097
4.416,3.561,10.5,1,1.215663,0.220067
4.416,3.561,10.75,2.8,1.208137,0.566224
4.416,3.561,4,5.2,0.472155,1.132619
4.416,3.561,5.75,2.8,0.64256,0.65282
4.416,3.561,0.75,0.8,0.080218,0.142797
4.416,3.561,3,1,0.285361,0.178063
4.416,3.561,6.25,1.8,0.755609,0.335698
4.416,3.561,3,91.8,0.434319,16.94325
4.416,3.561,5.75,11.8,0.718595,2.422721
4.416,3.349,5.5,17.6,0.637483,4.099948
4.416,3.349,6.25,8.6,0.647337,2.07334
4.416,3.349,1,2.6,0.099825,0.507891
4.416,3.349,2,1.2,0.224239,0.204663
4.416,3.349,4.25,14.4,0.520896,2.592824
4.416,3.349,1.25,9.4,0.14079,1.907949
4.416,3.349,4.5,1.4,0.492438,0.346715
4.416,3.349,5.5,3,0.779278,0.667458
4.416,3.349,7.25,4.4,0.924829,0.673167
4.416,3.109,2,1.6,0.208483,0.383996
4.416,3.109,3.25,5,0.330972,1.170607
12.882,3.109,5,0.4,0.523283,0.117269
12.882,3.109,20.25,0.8,2.205519,0.159517
12.882,3.109,18.75,1.8,1.967548,0.368413
12.882,1.104,11.5,2,1.308381,0.536115
12.882,2.962,7.25,6.2,0.732591,1.441862
12.882,1.415,15,3.2,1.696739,0.737304
12.882,5.843,5.25,10.8,0.581853,2.134676
12.882,5.843,22.5,9.6,2.189308,1.899254
12.882,4.24,15,2.2,1.64675,0.400163
12.882,4.24,11.25,6.2,1.770129,0.942357
12.882,4.24,13.75,3.4,1.459317,0.783999
12.882,4.24,4.5,26,0.485089,5.032215
12.882,26.372,8.25,6.8,0.944153,1.406803
12.882,26.372,10,6.2,1.120654,1.129043
12.882,26.372,32,9.6,3.20406,2.125404
12.882,4.342,33.25,0.4,3.350287,0.093006
12.882,4.342,14.75,0.4,1.752217,0.062672
12.882,4.342,10.25,3.6,1.213363,0.775706
12.882,2.795,14,23.2,1.564872,3.76671
3.018,2.795,1,7.8,0.121365,1.528823
3.018,2.795,10,7.2,1.239796,1.499448
3.018,5.705,9.5,7.8,1.063941,1.67308
3.018,5.705,13.25,4.8,1.731089,1.035044
3.018,1.578,6.25,2,0.719473,0.375828
3.018,1.547,9.25,2.6,1.882733,0.450949
3.018,1.547,4.5,2,0.473407,0.387347
3.018,1.059,1.75,1.2,0.340894,0.183684
3.018,1.236,3,2.6,0.317858,0.522392
3.018,1.236,1.75,1.4,0.182335,0.338707
3.018,3.498,25.75,6.4,3.321656,1.11081
3.018,3.498,1.25,6.6,0.163425,1.199099
3.018,3.498,6.75,5.4,0.931179,1.091452
3.018,3.498,3,1.4,0.34906,0.275616
8.398,9.127,3.75,12.2,0.640516,1.82598
8.398,9.127,5.5,36.6,0.908325,6.501034
8.398,9.127,15,13.6,2.348631,3.014297
3.18,9.127,0.75,7.8,0.105012,1.438698
5.095,9.127,8.75,75.2,0.908413,13.90318
5.095,9.127,1,0.4,0.150777,0.084459
5.095,9.127,1.25,12,0.126657,2.037866
1.1,1.237,1,1.8,0.301246,0.519551
1.1,1.237,0.75,2.8,0.201752,1.124493
1.1,1.773,0.5,4.6,0.075659,0.828464
1.1,1.773,1.25,4.4,0.365752,0.845494
1.989,3.673,3.5,5.4,0.419338,0.896494
1.989,3.673,0.5,0.8,0.075142,0.16275
9.412,3.673,9,4.4,1.274254,0.799645
7.099,3.673,16.75,0.6,2.061393,0.08172
3.83,3.673,1.5,3,0.164549,0.441086
3.83,3.673,1,2.2,0.133004,0.306211
3.83,2.269,4.25,4.2,0.765078,0.87746
4.475,5.581,1.5,7.6,0.243794,1.248325
3.948,5.493,0,5.4,0,0.978825
3.948,5.06,6.5,1.8,0.861094,0.384983
2.579,5.06,3.5,14.6,0.61563,2.853548
2.579,3.915,1.75,17.6,0.295748,2.69718
2.579,2.335,3,1.4,0.535017,0.39637
2.579,1.863,5,6,0.935381,1.150952
2.579,1.863,4,10.2,0.662676,2.159084
2.579,1.863,2,5.2,0.310695,1.085579
2.579,7.49,3.75,13.6,0.381313,2.398769
2.579,7.49,3.5,4,0.627249,0.647185
2.579,7.49,0.5,4.8,0.183498,0.792657
2.579,7.49,0,7.8,0,1.595954
2.579,7.49,6.75,3.2,1.398658,0.378327
2.579,7.49,3.25,10.8,0.561238,1.84752
3.283,7.49,12.75,11.4,2.143025,2.2194
3.283,7.49,7,15.2,1.315722,2.882867
3.283,7.49,0.75,6.2,0.21147,1.119651
3.283,7.49,9.5,11.8,1.5325,2.017555
3.283,7.49,4.75,11.4,0.631996,2.016141
3.203,7.49,1,15.6,0.094096,2.901229
3.264,4.003,3,3.6,0.428622,0.760537
3.264,4.003,1.5,2.4,0.263411,0.625267
1.2,4.003,1.25,4.2,0.763326,0.866069
0.585,4.003,0,1.2,0,0.275005
5.399,4.003,4.75,5.4,0.734779,1.159021
3.308,4.003,1,4.6,0.196152,1.162791
3.308,1.102,2.25,0.6,0.315499,0.213623
3.308,1.587,6,4.2,0.729925,1.552852
12.591,1.587,4,2,0.510726,0.455889
12.591,1.587,4.25,7.4,0.461616,2.143088
4.492,1.587,2.75,0.8,0.346527,0.329898
4.492,1.587,2.5,0.8,0.22194,0.158274
4.492,1.587,3.75,0,0.629079,0
4.492,1.587,11.5,2,1.837141,0.731286
13.623,1.587,0,0.4,0,0.117012
13.623,1.587,8.25,0.6,0.979562,0.246365
13.623,1.587,13,0,1.336428,0
13.623,1.587,8.75,0.8,0.869271,0.241191
13.623,1.587,11.25,6,1.370979,2.457754
4.006,1.587,8.25,1.6,1.001612,0.282784
2.217,1.587,1.75,2,0.296871,0.661765
4.002,1.587,2.5,7.8,0.444033,1.794059
4.002,1.587,4.75,0.6,0.394172,0.12091
4.002,1.587,4.75,1.2,0.479774,0.30211
4.002,1.587,7.5,9.2,0.813277,2.584596
4.002,1.587,2,3.4,0.219385,0.793224
4.002,1.587,2.5,4.6,0.329011,1.028501
10.176,1.587,9.25,5.6,1.119722,1.16001
1.77,1.587,4,3.4,0.579665,1.357787
11.355,1.587,5.5,4.6,0.690463,1.075644
7.249,1.587,0.75,4.4,0.067074,1.649585
7.249,1.587,5.25,1.6,0.690604,0.33665
7.249,4.053,6,4.6,0.686897,0.84122
7.249,2.932,4.5,11.4,0.44843,2.169187
7.249,2.932,8,8.8,1.003397,2.04361
7.033,1.801,4,0.8,0.567595,0.249271
2.052,1.75,8.25,9.4,1.597115,1.801518
2.626,4.409,3.25,7,0.568756,1.745742
2.626,9.389,1,9.4,0.182503,1.395759
2.626,9.389,1.5,44,0.193971,8.955622
4.734,9.389,3.75,8.4,0.557253,1.601023
1.88,9.389,2.75,34.8,0.297702,5.785395
3.582,9.389,1,21.4,0.168081,4.096617
3.582,2.055,1,6.2,0.148624,1.398555
3.582,2.055,6.25,2.4,1.304004,0.416533
3.582,2.055,0.25,7.8,0.066104,1.897643
3.582,2.021,7.25,1,1.246168,0.441471
3.582,5.31,6.25,5.5,1.084068,0.867606
3.582,5.31,4.5,2.75,0.712275,0.406407
3.582,0.868,1,7.5,0.159133,2.084594
3.582,1.517,3,1.25,0.563744,0.409972
3.582,3.525,2,3.75,0.279725,0.761562
3.582,3.525,6.75,1.25,1.038113,0.291697
3.582,3.525,4.75,2.75,0.74712,0.549414
3.582,3.525,3.5,6.5,0.495139,1.458485
3.582,2.155,4,0,0.991681,0
3.582,2.155,4.25,9.5,0.680291,2.395649
3.582,2.155,2.75,3,0.533819,0.699273
3.582,2.155,3,2.25,0.585048,0.454868
3.582,2.155,7.75,0.5,1.378934,0.083117
3.582,4.244,1.75,2.5,0.260078,0.549109
3.582,4.244,2,3.5,0.285113,0.859524
3.582,4.244,3.5,8,0.512884,2.031187
3.582,4.953,1,5.25,0.187114,0.974336
3.582,4.953,2.5,3,0.339611,0.725261
3.582,1.846,0.75,0.5,0.122452,0.136269
3.582,1.846,2.25,3,0.366977,0.955385
3.582,1.846,0.5,1.25,0.085139,0.289454
3.582,1.222,5.25,0,0.924257,0
3.582,1.222,2.75,1.5,0.474912,0.400855
3.582,2.363,5.25,2.5,0.791076,0.600135
3.582,3.166,6,2.25,1.000982,0.614159
3.582,3.166,4.5,4.25,0.638243,0.8547
3.582,3.166,2.25,1.5,0.328834,0.458023
3.582,3.166,8.25,4,1.407343,1.179812
3.582,3.166,3.75,3.25,0.600543,0.786231
3.582,3.166,9.25,6.5,1.677568,1.436709
3.582,3.166,4.5,0.75,0.796999,0.20857
3.582,3.166,4.75,6.75,0.666793,1.448046
3.582,3.166,3,15,0.416632,3.214037
3.582,3.166,11.25,3.5,3.200789,0.680619
3.582,3.22,3.25,1,0.508899,0.184139
3.582,3.22,2.5,4,0.411239,0.755073
3.582,3.22,8.5,7.25,1.472834,1.289197
3.582,10.153,9.5,46.75,2.808354,5.975764
3.582,10.153,12.25,8,1.599583,1.060603
3.582,2.555,2,5,0.316627,0.967402
2.364,2.555,4.75,1.5,0.521005,0.357767
2.364,2.555,6.25,2.25,0.974537,0.438445
3.658,2.555,1.5,0.5,0.286248,0.108149
3.658,2.555,2.25,1.5,0.488414,0.297747
6.247,2.555,1,16.25,0.107329,2.95049
6.247,2.555,2,1,0.214207,0.166573
6.247,2.555,9.5,2.25,1.268131,0.319744
6.247,2.555,5.75,0.25,0.631618,0.029549
6.247,3.932,5.75,3.75,0.62915,0.614335
6.247,3.932,3.5,3,0.345886,0.531011
6.247,3.932,27.25,2.5,3.356361,0.417255
6.247,3.209,2.25,9.25,0.264271,1.62657
6.247,1.589,5.25,13.25,0.717151,2.089173
6.247,1.589,9.25,4.25,1.15752,0.78026
6.247,1.589,7.5,2.75,0.872594,0.916577
4.313,1.589,1.5,7.25,0.192425,1.316041
4.313,1.589,4.75,2.75,0.488782,0.867906
4.313,3.164,5.5,0.25,0.818383,0.051203
1.433,2.353,1.5,0.5,0.363504,0.137947
1.433,3.855,0.75,2.5,0.253615,0.347936
5.69,3.272,6.25,5.5,0.862185,0.991746
2.078,3.272,0,4.5,0,0.842285
6,3.272,1.75,3.5,0.220285,0.63154
6,1.951,0.5,8.5,0.066682,2.019901
6,5.712,0.75,5,0.079906,1.073055
6,1.569,4.25,1.5,0.329094,0.568833
6,5.124,6.75,8,1.030461,1.228115
6,2.699,4.25,4.5,0.552434,0.974932
6,3.176,4.75,3,0.554594,0.557794
4.409,3.176,2.25,1.5,0.379803,0.253609
4.146,3.176,5.5,13.5,0.596969,2.986275
3.225,3.541,4.75,0.5,0.970616,0.148582
3.16,9.935,0.5,13.5,0.068147,2.281161
4.5,9.935,3.5,8,0.494336,1.492483
4.5,9.935,4.5,25,0.925378,4.514748
4.5,3.898,20.5,11.5,3.553493,2.020598
4.5,2.303,3.25,1.75,0.478581,0.309854
4.5,2.303,2,2,0.300394,0.418618
4.5,2.303,4,221.5,0.553603,38.53441
4.5,2.303,3.25,29.5,0.577863,5.282906
4.5,2.303,7.5,3.75,1.332169,0.725582
3.648,2.303,6.25,3.25,0.942885,0.782796
3.648,26.405,3,9,0.441284,1.489056
3.648,4.716,0.25,2.5,0.042548,0.293688
3.648,2.341,2.5,2.75,0.372836,0.557543
3.648,14.273,9.75,10.5,1.574366,1.564831
3.648,14.273,2,5.75,0.319413,1.292381
3.086,14.273,3.25,5.25,0.512802,0.917155
1.37,2.324,0,1,0,0.257656
1.961,2.424,19,1,2.956099,0.391499
8.091,1.937,2.5,5.75,0.29039,1.074013
1.87,1.937,3,5.75,0.845996,1.381334
1.87,1.937,9.5,1.75,2.418684,0.471175
2.454,3.289,11,3.5,1.309997,0.4878
4.58,1.737,7.25,0.5,0.996412,0.167901
28.409,1.737,15.25,3.25,2.221216,0.938268
2.35,1.737,2.5,1.25,0.320932,0.2052
3.915,2.743,6.75,3,1.180852,0.85188
3.915,2.596,6,2.25,0.598369,0.39797
3.915,2.596,10.75,11.5,1.755785,1.944877
3.915,2.596,3.25,0.75,0.406184,0.166246
2.534,2.596,7.5,4.5,0.933266,1.108913
2.534,2.596,3,8.5,0.3326,1.733515
2.534,2.596,1.25,2.25,0.140832,0.341392
2.534,2.596,3.25,1.25,0.296124,0.194089
2.534,2.895,3,6.75,0.306375,1.444185
2.534,2.895,2.75,11.25,0.293571,3.103746
2.534,2.895,3,1.25,0.330476,0.295329
2.534,3.171,1.25,15.25,0.127718,2.965188
2.534,3.171,0,1.75,0,0.381844
3.291,3.171,1.5,12.25,0.204565,2.233056
3.291,3.171,0.75,3.5,0.123783,0.778383
1.595,3.171,1,5.5,0.143163,0.922754
1.595,3.171,0.75,1.75,0.096658,0.424531
2.312,2.568,2.25,2.75,0.255937,0.564447
2.312,2.568,16.25,0,2.147964,0
2.312,2.568,2,3.5,0.186982,0.79484
2.312,1.441,0.75,3.25,0.093633,0.581767
2.312,1.441,2.75,2.5,0.366027,0.473726
3,1.441,1.75,2.25,0.25155,0.270795
3,1.441,1.5,2.25,0.3144,0.350558
8.834,1.441,8.75,0.75,1.614771,0.313026
8.834,4.838,6.5,8.5,1.236334,1.334662
8.834,8.672,8.75,5.5,1.096601,1.031497
2.951,8.672,1.75,7,0.285946,1.298384
5.942,8.672,2.25,3.75,0.314503,0.6763
5.942,8.672,11.5,6.75,1.263117,1.336088
5.942,8.672,7.5,7.75,0.962083,1.379139
5.942,8.672,12.25,25,1.583619,4.394334
3.934,8.672,3.75,3.75,0.678185,0.739512
3.934,8.672,1.75,6.5,0.239542,1.397082
3.934,8.672,1.25,40.25,0.159263,7.713265
5.558,8.672,1.5,2.75,0.148858,0.47355
5.558,8.672,4.5,15.5,0.503866,2.70379
5.558,8.672,2.75,13,0.352072,2.315111
5.558,8.672,9.25,12.5,1.024296,2.258749
5.558,8.672,3.75,8.25,0.491411,1.529153
5.558,8.672,11.5,3.75,1.25514,0.893116
5.558,3.686,14,3,2.442372,0.504756
5.558,3.686,15.25,7,2.253951,0.895952
5.558,3.686,7.75,2.25,1.10963,0.297539
5.558,3.686,5.25,4.25,0.588747,1.024743
5.558,3.686,1.75,2.5,0.22597,0.563346
5.558,3.075,1.5,0.25,0.166685,0.044307
5.558,3.781,3,0.75,0.303031,0.155128
5.558,2.35,6.5,5,0.716987,0.450612
5.558,9.603,7.5,3.75,1.019493,0.777392
5.558,2.441,4.75,5.75,0.46656,1.179139
4.533,2.441,2.75,6.5,0.299312,1.26959
4.533,2.441,2.5,2.25,0.279903,0.464619
12.903,2.441,25.75,2.25,3.07355,0.403438
12.903,2.441,10.5,6,1.252774,1.088276
12.903,2.441,0.5,3,0.047251,0.685729
12.903,2.929,16.75,7.5,1.823288,1.336527
12.903,2.929,5.5,1.5,0.813225,0.289035
12.903,2.929,7.25,0.25,0.867368,0.084103
12.903,2.929,10.25,1.75,1.293226,0.363181
12.903,2.929,27,3.25,2.637536,0.886185
5.325,2.929,3.75,1.75,0.528952,0.33993
2.629,2.929,4,5,0.669265,0.981548
3.555,2.929,0.25,6.25,0.02847,1.251572
3.025,2.929,3.5,3,0.43103,0.656523
3.025,2.929,6,4.5,0.896597,0.849999
4.711,2.929,4.25,0.25,0.596979,0.054108
2.287,2.929,1,0.75,0.096154,0.198614
2.287,2.929,2.75,1.25,0.409905,0.279663
5.97,2.494,3.25,7.5,0.536726,1.319699
5.97,2.494,16.75,5.75,2.660367,1.149028
5.97,2.494,4.75,1.75,0.863749,0.489105
2.464,2.494,2.75,9.5,0.404573,1.773942
2.464,2.494,1.5,8.75,0.212288,1.855355
2.464,2.494,0.75,2,0.172755,0.492205
2.464,2.494,2.5,4.75,0.392625,0.728097
2.464,2.494,1.5,9.25,0.250818,1.859992
2.464,2.494,10.5,2.25,1.749625,0.408577
2.464,2.494,2.5,2.5,0.233446,0.56741
2.464,2.494,13.25,1,2.470959,0.227107
2.464,2.494,2.75,1.75,0.489654,0.449732
2.464,2.494,6.25,8.5,1.074968,1.268037
10.371,2.494,2.75,3.25,0.316908,0.672953
31.434,2.494,13,1,1.179226,0.178357
31.434,2.494,33,1.5,4.248384,0.274496
31.434,2.494,41.5,0.5,4.497031,0.128216
31.434,2.494,32.75,4.5,4.945143,0.78974
31.434,2.494,14.25,2.75,1.479625,0.545222
31.434,2.494,12.5,7.5,1.074206,1.50477
31.434,2.494,22.25,1.25,1.987528,0.231919
31.434,2.494,75.5,2.75,8.731375,0.516749
31.434,2.281,88.5,5.25,10.90632,0.992157
31.434,2.281,40.25,1,4.336446,0.206222
31.434,2.417,25.5,5.5,2.659288,0.848754
31.434,4.909,8.75,3.25,0.975842,0.611419
31.434,4.909,18.25,12.25,1.679088,2.340253
31.434,4.909,22.75,3.5,2.429507,0.575671
22.297,4.909,60.25,9.5,7.348816,1.73244
22.297,4.909,3,20.25,0.355886,3.683985
17.774,4.909,60.25,3.5,7.151041,0.727602
17.774,4.909,13.5,4.25,1.588819,0.707482
17.774,4.909,4.75,2,0.397827,0.47448
17.774,4.909,36.5,7.75,4.206122,1.359084
17.774,1.671,18.5,3.25,2.173345,1.231534
14.612,2.471,17.75,5,2.229062,0.94343
30.259,7.514,63.5,5.5,6.101519,0.685486
30.259,1.893,21.25,10.25,2.486141,1.829512
30.259,5.907,21.25,31.75,2.462169,6.160843
25.113,5.907,31.5,5.25,3.156736,0.811533
25.113,5.907,17.5,14,2.164844,2.42865
27.553,5.907,13.25,15.75,1.84847,3.020471
