JCR,RCR,Journ
6.317,1.431090314,Nucleic Acids Res
2.688,0.439484468,Neurourol Urodynam
4.773,0.354596363,J Biol Chem
2.154,1.146235341,Ieee T Bio-Med Eng
4.001,1.811848883,J Mol Biol
14.805,1.621950153,Nat Neurosci
3.301,0.131504361,Microcirculation
3.528,0.627542407,Invest Ophth Vis Sci
2.253,0.41988642,J Magn Reson
10.896,4.334239451,Blood
5.558,0.836408865,Mol Biol Cell
4.608,0.970775568,Am J Resp Cell Mol
4.276,0.374393514,Genetics
6.387,0.629291889,J Immunol
5.391,2.907743142,Stroke
11.224,1.081280804,Genome Res
5.363,0.671377456,J Infect Dis
2.253,1.347179641,Photochem Photobiol
28.103,3.559769632,Science
2.547,0.50680002,Org Biomol Chem
2.556,0.747247968,Int J Oncol
6.293,0.514944845,J Immunol
9.12,3.296062757,J Cell Biol
6.516,0.52827934,J Am Chem Soc
8.058,1.305138462,Hum Mol Genet
14.739,2.689454971,Circulation
7.656,3.206218911,Cancer Res
3.138,0.115269595,J Chem Phys
2.689,1.174707533,Ann Thorac Surg
6.516,1.139808741,J Am Chem Soc
26.925,3.246760318,Cancer Cell
31.253,1.622036088,Cell
2.467,0.324848406,Mol Imaging Biol
7.19,0.857563579,Arth Rheum/Ar C Res
4.334,0.70864716,Am J Physiol-Cell Ph
4.069,0.190623667,Dev Biol
4.261,3.229454753,J Alzheimers Dis
5.715,0.997131244,Clin Cancer Res
9.432,0.268951857,P Natl Acad Sci Usa
4.219,0.777286359,Learn Memory
3.472,0.165802288,Am J Physiol-Gastr L
3.297,0.999179473,J Urology
5.673,0.272998368,Am J Pathol
1.838,0.525633497,J Comp Physiol A
4.182,1.048877151,Crit Care Med
5.393,1.043725084,Clin Infect Dis
6.903,0.42643924,J Am Chem Soc
5.052,0.881314328,Breast Cancer Res
5.808,1.766538844,J Biol Chem
2.337,0.147256444,Hum Hered
32.406,1.67420348,Cell
2.196,0.248968077,Med Decis Making
14.484,0.253380978,J Exp Med
3.131,0.654641931,J Dent Res
1.012,0.052189054,Method Cell Biol
14.204,0.734511433,J Clin Invest
3.565,0.338491981,Arch Pediat Adol Med
3.633,1.75327624,Biochemistry-Us
3.034,0.492955063,Radiother Oncol
3.587,0.322016938,Am J Physiol-Gastr L
6.562,1.678514244,Am J Clin Nutr
6.094,1.471867201,Stem Cells
4.167,1.190710338,J Bacteriol
3.975,0.3264432,Acta Biomater
11.829,0.627362213,Angew Chem Int Edit
5.239,0.619502116,J Mol Biol
3.168,0.09010763,Exp Physiol
12.586,2.631237248,Trends Cogn Sci
19.527,2.468413762,Nat Cell Biol
5.861,0.775029951,Mol Biol Cell
3.539,0.300317277,Am J Physiol-Heart C
5.796,0.961966514,Am J Pathol
7.49,2.035653355,J Neurosci
6.486,1.347428611,J Immunol
3.649,0.222976995,Am Heart J
4.343,0.337620093,Int J Obesity
8.721,12.4836574,Plos Genet
1.184,1.780318716,Pediatr Neurol
0.63,0.229973604,Allergol Immunopath
3.268,0.230606796,Magn Reson Med
3.661,0.212925021,Am J Physiol-Reg I
4.954,0.300577036,J Mol Cell Cardiol
4.5,1.031918376,J Neurochem
5.589,0.631977728,Am J Epidemiol
1.587,1.172873734,J Acoust Soc Am
3.653,0.280727316,Biophys J
9.598,0.88678054,P Natl Acad Sci Usa
3,0.02518908,Bone Marrow Transpl
6.903,0.792802718,J Am Chem Soc
6.355,0.722098135,J Biol Chem
5.189,0.41211288,J Virol
5.589,0.373599507,Am J Epidemiol
3.539,1.117470098,J Am Geriatr Soc
5.558,0.42195869,Mol Biol Cell
3.616,0.168417226,Vaccine
5.52,0.839245218,J Biol Chem
5.808,0.326045177,J Biol Chem
9.771,0.211537063,P Natl Acad Sci Usa
3.075,0.513616653,Bioorgan Med Chem
4.244,1.296661672,Addiction
2.47,0.055769483,J Magn Reson Imaging
3.638,0.90826535,Am J Geriat Psychiat
3.379,0.351593469,Biochemistry-Us
7.616,0.720778405,Cancer Res
3.627,1.368515636,Am J Physiol-Reg I
4.459,0.37744898,Endocrinology
7.271,2.503390655,J Neurosci
6.355,0.624435592,J Biol Chem
7.452,1.157970513,J Neurosci
6.702,0.167113807,J Immunol
4.015,1.675232412,Drug Metab Dispos
5.115,0.689337151,J Med Chem
5.023,1.396917927,J Clin Psychiat
3.922,0.203195229,Biochemistry-Us
4.017,0.175398686,J Pharmacol Exp Ther
8.435,0.983021156,Arthritis Rheum-Us
3.841,0.422387937,J Gen Physiol
1.96,1.745949029,Clin Exp Pharmacol P
11.164,1.094699511,Circulation
5.328,0.993610178,J Biol Chem
3.633,0.368799787,Biochemistry-Us
1.64,0.098666654,Method Enzymol
4.585,2.046607915,Biophys J
14.17,4.745737408,Neuron
29.194,5.224988542,Cell
5.44,0.861081959,Free Radical Bio Med
5.739,0.544110317,Neuroimage
2.69,0.350761656,Immunogenetics
5.646,0.607654316,J Immunol
8.58,0.723188758,J Am Chem Soc
3.767,0.677574123,Brit J Pharmacol
15.61,2.891321583,Gene Dev
3.652,1.40733889,J Neurophysiol
3.875,0.493070689,Infect Immun
7.178,0.648186056,J Neurosci
4.683,0.812734446,Biophys J
4.346,0.641677965,J Physiol-London
3.577,1.702802219,Invest Ophth Vis Sci
1.147,0.409216328,Clin Exp Hypertens
5.712,2.74525298,Mayo Clin Proc
3.258,0.63140402,Am J Physiol-Gastr L
3.215,0.61677494,Neuroscience
6.383,0.354538319,J Cell Sci
4.942,0.21996045,Mol Biol Cell
3.633,0.27351176,Biochemistry-Us
5.328,2.680814133,J Biol Chem
10.064,0.471314958,Trends Genet
4.612,1.81462404,Mol Pharmacol
9.771,2.042872282,P Natl Acad Sci Usa
6.482,0.658126303,J Biol Chem
2.37,0.408440687,Anal Biochem
7.871,4.051523865,Stem Cells
2.704,0.396422307,J Neuroimmunol
6.373,1.811500463,Oncogene
3.922,0.175808633,Biochemistry-Us
15.61,0.568192986,Gene Dev
3.386,0.071441989,Biomed Microdevices
16.811,2.938345748,Mol Cell
2.803,0.348249059,Mol Biochem Parasit
5.731,0.186432275,J Thromb Haemost
3.993,0.677780786,J Bacteriol
4.146,0.284616515,J Mol Biol
4.033,0.466502245,Infect Immun
3.667,1.256038253,Methods
3.064,0.085920347,Pediatr Res
4.116,0.377422548,Protein Sci
4.002,0.276790323,J Org Chem
34.284,2.287578791,Nat Genet
5.862,0.246899009,Org Lett
10.124,1.883201597,Embo J
4.25,0.79449396,Neurogenetics
4.773,1.244870494,J Biol Chem
5.646,0.119956967,J Immunol
6.187,1.44475412,Cereb Cortex
5.454,0.711684571,Chem-Eur J
14.776,0.325208758,J Exp Med
4.146,1.979335798,J Bacteriol
4.814,0.602029539,Toxicol Sci
6.482,0.283646958,J Biol Chem
5.499,0.476567696,J Mol Cell Cardiol
2.973,0.126175753,J Dermatol Sci
29.431,4.462478467,Cell
2.376,0.991755497,Qual Life Res
4.659,0.136921995,Org Lett
2.351,1.42182056,Spine
1.513,0.379371938,J Burn Care Res
4.675,0.735738648,J Chem Inf Model
4.278,0.386091598,Biochem J
16.811,1.015026203,Mol Cell
4.431,0.601399174,Am J Physiol-Endoc M
2.636,0.120699708,Alcohol Clin Exp Res
3.779,0.814162957,Genes Immun
2.183,1.052082788,Psychon B Rev
10.272,1.04218144,P Natl Acad Sci Usa
2.076,0.392487957,Gene Expr Patterns
6.262,0.434435858,Biomaterials
2.87,0.423032961,J Biomed Opt
3.658,0.666024618,Eur J Neurosci
5.395,0.147255101,Hum Brain Mapp
9.432,1.14979941,P Natl Acad Sci Usa
4.764,0.491375124,J Physiol-London
7.355,0.908072818,Embo Rep
6.387,0.419738537,J Immunol
9.681,0.763043529,P Natl Acad Sci Usa
3.392,0.525099813,Proteins
3.939,0.472466537,Am J Physiol-Lung C
5.854,1.052642014,J Biol Chem
2.715,0.184734482,J Steroid Biochem
5.398,0.209238387,J Virol
10.231,0.938100573,P Natl Acad Sci Usa
3.789,0.537187231,Horm Behav
9.489,2.141995443,Circ Res
3.04,0.592347352,J Exp Biol
3.821,1.647574358,Child Dev
2.367,4.541227122,Clin Genet
6.677,0.899876186,Chem Biol
4.004,0.869707061,Infect Immun
7.452,2.109520233,J Neurosci
1.879,0.715855201,Planta Med
4.463,0.807506291,Biophys J
3.991,0.285975876,Pharmacogenet Genom
2.648,0.044060886,Biochem Bioph Res Co
6.057,1.806893344,Mol Cell Biol
5.341,0.372282905,J Virol
2.996,1.408545504,Anal Biochem
6.387,0.364660409,J Immunol
5.012,1.747012215,Psychol Med
5.808,1.004595871,J Biol Chem
2.303,0.09499875,Ann Ny Acad Sci
7.338,0.297256904,Clin Cancer Res
7.885,1.34022616,J Am Chem Soc
1.14,0.077885315,Pediatr Clin N Am
4.82,0.899522546,J Med Chem
5.581,0.414273791,J Biol Chem
2.076,0.465489734,J Magn Reson
4.33,0.283338134,Hum Gene Ther
4.46,0.548412192,Cancer Epidem Biomar
8.306,1.878729409,J Neurosci
5.328,0.475364569,J Biol Chem
4.746,0.626587043,Am J Physiol-Endoc M
10.231,1.060131744,P Natl Acad Sci Usa
4.368,1.773154756,Org Lett
9.432,1.034376075,P Natl Acad Sci Usa
7.672,0.315359868,Cancer Res
36.28,4.519706849,Nature
3.871,0.657077659,Med Phys
3.922,0.22574253,Biochemistry-Us
4.764,0.858597237,J Physiol-London
2.338,0.231550636,Acad Med
10.231,0.590868311,P Natl Acad Sci Usa
9.972,0.629403225,Circ Res
2.464,0.278667867,Mol Vis
2.21,0.037990595,Ann Epidemiol
5.204,0.240073996,Brit J Pharmacol
2.093,0.314697277,Connect Tissue Res
14.816,5.492017724,Circulation
4.389,1.165965281,Neurobiol Dis
5.155,0.61878388,Biochem J
2.636,0.799227092,Alcohol Clin Exp Res
5.854,0.421870863,J Biol Chem
28.899,6.296894822,Jama-J Am Med Assoc
1.626,0.279826039,Method Enzymol
5.872,0.607405474,Mol Endocrinol
11.355,0.690463432,Hepatology
4.116,1.532983696,Protein Sci
6.872,1.269971622,Oncogene
6.677,0.816660394,Chem Biol
6.387,0.779315541,J Immunol
2.919,1.028868366,Toxicology
3.676,0.503534122,Exp Neurol
2.152,0.927525503,Laser Surg Med
14.033,1.518303711,Mol Cell
3.481,0.853982336,Cognition
12.023,1.638111233,J Cell Biol
6.878,0.281706983,Nucleic Acids Res
5.712,4.878019808,Faseb J
4.605,0.689200268,J Leukocyte Biol
2.485,1.201171624,Dev Psychopathol
3.949,0.714239372,Exp Cell Res
2.358,0.133452759,Leukemia Res
6.188,0.247655013,Mol Cell Biol
2.234,0.664827052,Int J Oncol
3.092,0.57346662,Bmc Cell Biol
2.728,0.272452463,Brain Res
5.581,1.355601049,J Biol Chem
4.094,0.153067677,Dev Biol
13.05,3.01965524,Plos Med
1.959,1.12421114,Exp Brain Res
7.135,0.401465542,Oncogene
4.284,0.941137314,Obesity
6.562,0.329085392,Mol Biol Cell
3.939,1.36943514,Bone
21.455,6.792497708,Jama-J Am Med Assoc
3.446,1.403698103,Chembiochem
10.015,0.231808329,Gut
3.245,1.011325681,J Nutr
2.69,0.196669854,Immunogenetics
4.138,0.692075473,Am J Physiol-Endoc M
6.387,1.108738731,J Immunol
5.113,0.504050939,J Proteome Res
4.224,0.285928568,Biochem J
5.114,0.965963677,J Cell Mol Med
2.005,2.156700024,J Biomech
3.597,0.846032398,Invest Ophth Vis Sci
1.693,0.461474895,Cell Biochem Biophys
3.528,0.826048597,Invest Ophth Vis Sci
3.222,0.869548999,Horm Behav
22.233,0.551160373,Annu Rev Genet
6.035,0.635520246,J Infect Dis
2.67,2.19248295,Anal Biochem
3.522,0.348602648,Am J Physiol-Gastr L
7.656,0.246980787,Cancer Res
5.178,0.392022592,J Virol
10.272,3.853210903,P Natl Acad Sci Usa
2.629,0.878434534,Mol Genet Metab
4.411,1.242735536,Plos One
5.854,0.341399217,J Biol Chem
1.338,0.067328283,J Muscle Res Cell M
4.683,0.983216135,Biophys J
5.767,0.579443297,Ann Rheum Dis
4.335,0.558836531,J Pharmacol Exp Ther
3.582,0.53567311,Invest Ophth Vis Sci
5.634,2.427433232,Plant Physiol
4.092,1.28512968,Org Lett
2.258,1.776116987,Am J Ophthalmol
3.441,0.321913376,Genet Epidemiol
2.436,0.132167414,Jaro-J Assoc Res Oto
3.764,0.793396092,Opt Express
3.521,0.877715225,Am J Med Genet B
3.743,0.821122643,J Comp Neurol
7.885,1.539245622,J Am Chem Soc
2.067,0.40231253,J Subst Abuse Treat
3.307,0.377448046,J Am Soc Mass Spectr
3.468,1.047124186,Magnet Reson Med
2.801,0.700399856,J Mol Endocrinol
4.436,0.697983218,Exp Neurol
4.374,0.97945654,Schizophr Res
6.482,0.347611239,J Biol Chem
9.023,1.204108596,J Am Chem Soc
6.979,0.796999756,Cereb Cortex
4.686,0.701072984,Am J Physiol-Endoc M
3.399,0.220381631,Opt Lett
4.259,0.967067877,Diabetes Obes Metab
11.732,1.119445932,Curr Biol
2.877,1.880614849,Bmc Microbiol
2.44,0.111479715,Dev Neuropsychol
3.553,0.216971391,Cell Calcium
4.004,0.513408948,Appl Environ Microb
2.346,0.692663158,Ann Biomed Eng
2.728,0.965772375,Brain Res
4.898,0.513848898,J Med Chem
10.272,0.397907671,P Natl Acad Sci Usa
8.091,1.998487883,J Am Chem Soc
32.403,4.353354638,Cell
5.543,0.217633671,J Invest Dermatol
29.747,3.793603075,Science
5.796,1.003288343,Am J Pathol
3.175,0.105049323,Alcohol Clin Exp Res
2.042,0.881573975,Magn Reson Imaging
7.149,1.00150745,Development
4.337,1.367344014,J Pharmacol Exp Ther
1.602,0.773811246,Ann Biomed Eng
3.354,0.979382736,Pflug Arch Eur J Phy
4.764,0.085456015,J Physiol-London
2.93,1.653672496,Genesis
4.773,0.123421835,J Biol Chem
5.756,1.555301565,Stroke
3.648,0.931979395,J Neurophysiol
6.787,0.638767906,Arth Rheum/Ar C Res
7.115,0.165478781,J Neurosci
3.531,0.171195193,Obesity
34.48,1.674113456,Nature
4.773,2.38611435,J Biol Chem
5.328,0.36656634,J Biol Chem
8.026,1.647037512,Nucleic Acids Res
3.09,0.144288654,Genet Epidemiol
4.033,0.129522145,Infect Immun
5.808,0.610902335,J Biol Chem
16.835,1.525674204,Mol Cell
9.643,0.389849178,P Natl Acad Sci Usa
2.215,0.12832911,Curr Opin Pediatr
4.128,0.444016481,Neurobiol Dis
3.753,0.840687802,Cytom Part A
3.16,0.275739875,Dev Dynam
1.891,0.238674121,Dev Psychobiol
1.091,0.193592631,J Ultras Med
9.023,0.632631085,J Am Chem Soc
4.146,0.774118335,J Mol Biol
4.17,0.206535844,J Neurobiol
3.415,0.537102932,Febs Lett
5.225,0.884737963,J Virol
10.117,0.724646936,Circ Res
7.49,1.334890616,J Neurosci
23.494,2.495463717,Jama-J Am Med Assoc
10.879,0.155462633,Angew Chem Int Edit
7.517,2.622948714,Mol Biol Cell
3.427,0.257437369,Magn Reson Med
7.421,0.706041381,Arth Rheum/Ar C Res
5.328,0.58485008,J Biol Chem
2.999,0.789757074,Biotechnol Bioeng
4.092,0.707018008,Bmc Genomics
3.307,0.629068552,J Am Soc Mass Spectr
2.836,1.608707487,Biochem Bioph Res Co
3.641,1.531416626,Transplantation
3.597,0.33755303,Invest Ophth Vis Sci
6.702,0.905335319,J Immunol
5.045,0.321646137,Endocrinology
3.297,0.609436945,J Org Chem
5.225,1.53272949,J Virol
3.042,1.042275564,Virology
2.658,0.060377474,Mamm Genome
3.825,0.734190446,J Bacteriol
10.086,1.160166308,Embo J
3.676,0.270808859,Exp Neurol
9.38,2.141487381,P Natl Acad Sci Usa
2.787,0.08197454,Protein Eng Des Sel
5.646,0.113142841,J Immunol
5.854,0.236226678,J Biol Chem
7.093,0.135015311,Mol Cell Biol
4.463,0.405646338,Pflug Arch Eur J Phy
3.999,0.583323925,J Neurochem
0.525,0.304678211,Nat Prod Res
4.58,0.731849885,J Physiol-London
4.851,0.497546174,J Pain
4.831,0.474956439,J Thromb Haemost
13.577,5.687968499,Adv Drug Deliver Rev
4.123,0.652703429,Inorg Chem
3.653,0.66712303,Biophys J
4.123,0.372093444,Cancer Epidem Biomar
3.024,0.568617949,Cancer Biol Ther
15.05,2.214613988,Gene Dev
4.5,0.55552358,Cancer Epidem Biomar
3.753,1.013836009,J Appl Physiol
3.449,1.904560319,Magn Reson Med
9.898,0.797429474,Blood
8.456,4.864273785,Biol Psychiat
3.926,1.316140042,Am J Public Health
5.808,0.782030575,J Biol Chem
7.19,1.485424585,Arth Rheum/Ar C Res
14.484,0.876978259,J Exp Med
5.581,2.425032103,J Biol Chem
7.514,0.51458585,Cancer Res
5.042,1.343185997,Brit J Cancer
3.988,2.116341246,Genet Epidemiol
7.907,1.547225315,J Neurosci
5.328,0.351055784,J Biol Chem
4.086,0.278198232,Cancer Immunol Immun
5.702,0.3623336,Carcinogenesis
1.52,1.724545101,Obesity
4.103,0.651220468,Am J Physiol-Cell Ph
1.93,0.085301977,Int J Geriatr Psych
5.907,0.896503552,Cereb Cortex
3.027,0.519001253,J Appl Physiol
2.105,0.734711352,Am J Trop Med Hyg
1.488,0.386239993,Biotechnol Progr
5.808,0.531222086,J Biol Chem
2.464,0.108313154,Mol Vis
8.288,0.700998443,J Am Soc Nephrol
7.499,1.324398096,J Am Soc Nephrol
3.314,0.163197009,Cell Cycle
5.745,2.215510677,J Immunol
2.604,0.429078076,Bioorg Med Chem Lett
5.328,0.884691069,J Biol Chem
5.777,0.572542226,Brit J Psychiat
3.711,0.388273708,Opt Lett
3.554,1.369621458,J Chromatogr A
2.2,0.440149246,Neurosci Lett
4.716,0.49442449,Plos Neglect Trop D
3.599,0.702517805,Opt Lett
9.408,0.970695773,Circ Res
2.947,1.76428238,J Exp Psychol Human
4.189,0.306270292,J Phys Chem B
4.088,0.792444675,Mol Pharmacol
3.993,0.543288564,Mol Cancer
2.822,0.444069904,Bioorgan Med Chem
6.068,0.498370123,J Immunol
10.446,3.416351306,Hepatology
5.038,0.88579796,J Clin Psychiat
6.207,0.150876633,Traffic
16.915,3.246221451,J Clin Invest
3.318,2.963593069,Opt Lett
4.825,0.68841596,J Neurochem
3.258,1.409006785,Am J Physiol-Gastr L
12.176,0.475663699,Accounts Chem Res
3.114,0.310705917,J Neurophysiol
6.355,0.964454647,J Biol Chem
6.019,0.316339065,Bioinformatics
3.98,0.09729428,J Hypertens
5.561,1.39027461,Radiology
28.18,0.982118073,Nat Immunol
30.026,2.9046522,Jama-J Am Med Assoc
4.142,1.289822858,Learn Memory
13.965,1.935915959,J Exp Med
5.248,0.751419124,J Med Chem
10.452,1.34577455,P Natl Acad Sci Usa
4.098,1.467428446,J Pharmacol Exp Ther
16.811,0.066435335,Mol Cell
8.649,1.2247697,Cancer Res
9.38,0.349164525,P Natl Acad Sci Usa
6.701,11.13397324,Bioinformatics
9.681,0.829843918,P Natl Acad Sci Usa
3.757,0.242181084,Ieee T Med Imaging
2.657,0.262299814,Arch Biochem Biophys
3.159,0.290388889,Psychophysiology
16.016,1.436325636,Immunity
34.48,16.06614611,Nature
5.996,1.035062698,Radiology
15.478,2.23329575,Nat Methods
9.598,0.316027749,P Natl Acad Sci Usa
2.302,0.897875128,Epilepsy Res
12.023,0.771758813,J Cell Biol
2.76,0.576103557,Int J Med Microbiol
6.42,1.190560452,Mol Cell Biol
4.098,0.804610913,J Pharmacol Exp Ther
1.113,0.208478174,Curr Eye Res
10.086,0.346387488,Embo J
4.773,0.649680659,J Biol Chem
9.771,0.410431638,P Natl Acad Sci Usa
2.44,0.825199357,Peptides
8.58,0.343483441,J Am Chem Soc
2.915,0.467337658,Developmental Sci
6.273,0.362543971,Hum Mutat
16.835,2.037649152,Mol Cell
5.868,0.398280649,Dna Repair
4.472,0.280424658,J Mol Biol
2.388,0.192542697,Behav Pharmacol
6.812,0.883267848,Development
2.421,0.976988344,Alcohol Clin Exp Res
5.937,0.395190552,Neuroimage
7.178,1.326634836,J Neurosci
4.177,0.985542362,Resuscitation
2.978,0.115427514,Bioorgan Med Chem
4.39,0.872798507,Biophys J
14.608,1.10580808,Mol Cell
2.517,0.511207413,Neurosurgery
4.008,0.241391654,Biochemistry-Us
5.872,0.372100591,Mol Endocrinol
2.605,0.079482534,Ann Biomed Eng
2.913,1.493441738,J Pediatr
9.432,0.536242425,P Natl Acad Sci Usa
3.475,1.891288272,J Dent Res
7.049,1.003828667,Faseb J
5.37,1.36743783,J Cerebr Blood F Met
9.598,10.112292,P Natl Acad Sci Usa
32.403,6.985107656,Cell
3.852,0.214466811,Tob Control
2.119,0.17484521,Dev Psychobiol
26.382,7.991208984,Nat Med
4.89,1.215683034,J Mol Biol
5.302,0.384955662,Kidney Int
2.636,0.480926744,Cancer Biol Ther
6.317,0.665211393,Nucleic Acids Res
6.355,0.695352224,J Biol Chem
6.355,0.285453774,J Biol Chem
12.649,0.403183981,Am J Hum Genet
5.81,0.581268908,Leukemia
5.872,0.400019553,Mol Endocrinol
4.451,0.086173394,J Neurochem
3.292,0.658866223,Neuroscience
14.484,1.491965718,J Exp Med
4.993,1.64482622,Endocrinology
5.433,1.80637987,Am J Clin Nutr
2.524,0.546654049,Psychiat Res
11.164,6.241488162,Circulation
8.25,3.733295098,Am J Psychiat
5.52,0.592158002,J Biol Chem
27.011,1.088793885,Nat Immunol
4.593,0.300260448,Invest Radiol
5.25,0.38458563,Org Lett
3.779,0.927347467,Mol Cancer
7.514,0.481587773,Cancer Res
9.681,0.286199954,P Natl Acad Sci Usa
10.231,0.831351321,P Natl Acad Sci Usa
7.885,0.351162775,J Am Chem Soc
1.392,0.712368438,Method Enzymol
14.273,1.248687482,Trends Biochem Sci
5.151,0.625499594,Endocrinology
4.31,0.875191728,Cancer Epidem Biomar
5.996,1.794025903,Radiology
7.419,1.110181856,J Am Chem Soc
8.456,1.481150776,Antioxid Redox Sign
4.481,0.395032512,Differentiation
9.865,0.735559195,Acs Nano
4.199,0.249439454,Dna Repair
1.018,0.396516525,Cell Mol Biol
2.082,0.243818004,Aids Res Hum Retrov
6,2.459916394,J Immunol
13.455,1.408365442,Angew Chem Int Edit
1.332,0.626680312,J Interpers Violence
6.296,0.703355986,Stroke
5.189,1.049328231,J Virol
4.403,0.170843902,J Leukocyte Biol
5.788,0.569966799,J Immunol
10.152,0.81713586,J Cell Biol
3.178,0.598713141,J Appl Physiol
1.856,0.29492613,Percept Psychophys
5.829,0.750901883,Chem Biol
22.848,3.604564831,Nat Biotechnol
5.646,0.678810194,J Immunol
5.225,0.425562846,J Virol
6.596,1.163816202,Development
3.277,0.413365569,Cancer Lett
5.636,0.393462116,Bmc Biol
6.318,0.745617127,Oncogene
3.483,1.197593601,J Neurophysiol
31.201,9.490085458,Science
3.871,0.423859928,J Mol Biol
5.341,0.273836917,J Virol
30.758,5.06275668,Lancet
3.422,0.504847762,Biochemistry-Us
4.716,0.418966608,Antimicrob Agents Ch
8.234,3.634048385,Cancer Res
3,0.228110248,Biochem Bioph Res Co
4.773,0.19130401,J Biol Chem
3,0.662375966,Protein Eng Des Sel
4.802,0.119103768,J Med Chem
9.792,0.684367877,Hepatology
29.781,0.999115659,Science
5.328,1.052108677,J Biol Chem
6.551,1.210054581,Diabetologia
7.517,3.442379549,Mol Biol Cell
9.907,2.264915889,J Am Chem Soc
4.877,0.562828502,Bioinformatics
9.38,0.752461543,P Natl Acad Sci Usa
5.942,0.923773544,Mol Cell Biol
2.531,0.237571229,J Magn Reson
5.328,0.286282741,J Biol Chem
8.058,0.732044599,Hum Mol Genet
4.033,0.305534092,Infect Immun
9.598,2.356247252,P Natl Acad Sci Usa
7.49,0.748014806,J Neurosci
5.045,0.700962888,Endocrinology
